1.071430000000000021e-01 6.030699999999999950e-01 1.000000000000000000e+00
9.331799999999999817e-02 6.498540000000000427e-01 1.000000000000000000e+00
9.792629999999999391e-02 7.054089999999999527e-01 1.000000000000000000e+00
1.555300000000000016e-01 7.843569999999999709e-01 1.000000000000000000e+00
2.108289999999999886e-01 8.662279999999999980e-01 1.000000000000000000e+00
3.283409999999999940e-01 9.290939999999999754e-01 1.000000000000000000e+00
4.297239999999999949e-01 9.349420000000000508e-01 1.000000000000000000e+00
6.209679999999999644e-01 9.349420000000000508e-01 1.000000000000000000e+00
7.569120000000000292e-01 9.100880000000000081e-01 1.000000000000000000e+00
8.191239999999999633e-01 8.793860000000000010e-01 1.000000000000000000e+00
8.099079999999999613e-01 8.369879999999999542e-01 1.000000000000000000e+00
7.500000000000000000e-01 8.194439999999999502e-01 1.000000000000000000e+00
7.730409999999999782e-01 8.545319999999999583e-01 1.000000000000000000e+00
7.707370000000000054e-01 8.896199999999999664e-01 1.000000000000000000e+00
7.661289999999999489e-01 8.998540000000000427e-01 1.000000000000000000e+00
7.799540000000000362e-01 8.355259999999999909e-01 1.000000000000000000e+00
7.500000000000000000e-01 7.916670000000000096e-01 1.000000000000000000e+00
7.615210000000000035e-01 7.653510000000000035e-01 1.000000000000000000e+00
8.145160000000000178e-01 8.326019999999999532e-01 1.000000000000000000e+00
8.145160000000000178e-01 8.852339999999999653e-01 1.000000000000000000e+00
5.633639999999999759e-01 9.217840000000000478e-01 1.000000000000000000e+00
4.942400000000000126e-01 8.998540000000000427e-01 1.000000000000000000e+00
4.804149999999999809e-01 8.633039999999999603e-01 1.000000000000000000e+00
4.481570000000000276e-01 8.194439999999999502e-01 1.000000000000000000e+00
4.251150000000000206e-01 8.574559999999999960e-01 1.000000000000000000e+00
4.504610000000000003e-01 8.998540000000000427e-01 1.000000000000000000e+00
5.103689999999999616e-01 9.378649999999999487e-01 1.000000000000000000e+00
4.988480000000000136e-01 9.451749999999999874e-01 1.000000000000000000e+00
3.513820000000000277e-01 9.349420000000000508e-01 1.000000000000000000e+00
2.730409999999999782e-01 9.013160000000000061e-01 1.000000000000000000e+00
2.338709999999999956e-01 8.618419999999999970e-01 1.000000000000000000e+00
